codigo_municipio,nome_do_municipio,regiao,estado,populacao_muni,quanti_psis_muni,prop_psi_muni
317080,Várzea da Palma,Sudeste,MG,34555,24,1439.7916666666667
317090,Varzelândia,Sudeste,MG,19210,6,3201.6666666666665
317100,Vazante,Sudeste,MG,20459,7,2922.714285714286
317103,Verdelândia,Sudeste,MG,7737,3,2579
317107,Veredinha,Sudeste,MG,5240,7,748.5714285714286
317110,Veríssimo,Sudeste,MG,3478,3,1159.3333333333333
317115,Vermelho Novo,Sudeste,MG,5048,3,1682.6666666666667
317120,Vespasiano,Sudeste,MG,138583,37,3745.4864864864867
317130,Viçosa,Sudeste,MG,79517,39,2038.8974358974358
317140,Vieiras,Sudeste,MG,3781,4,945.25
317150,Mathias Lobato,Sudeste,MG,3053,3,1017.6666666666666
317160,Virgem da Lapa,Sudeste,MG,11774,5,2354.8
317170,Virgínia,Sudeste,MG,9164,4,2291
317180,Virginópolis,Sudeste,MG,10511,2,5255.5
317190,Virgolândia,Sudeste,MG,4471,6,745.1666666666666
317200,Visconde do Rio Branco,Sudeste,MG,40711,14,2907.9285714285716
317210,Volta Grande,Sudeste,MG,4441,1,4441
320010,Afonso Cláudio,Sudeste,ES,32456,13,2496.6153846153848
320013,Águia Branca,Sudeste,ES,10143,4,2535.75
320016,Água Doce do Norte,Sudeste,ES,12585,7,1797.857142857143
320020,Alegre,Sudeste,ES,30702,7,4386
320030,Alfredo Chaves,Sudeste,ES,14376,14,1026.857142857143
320040,Anchieta,Sudeste,ES,33017,18,1834.2777777777778
320050,Apiacá,Sudeste,ES,7462,4,1865.5
320060,Aracruz,Sudeste,ES,103363,57,1813.3859649122808
320070,Atílio Vivácqua,Sudeste,ES,11046,6,1841
320080,Baixo Guandu,Sudeste,ES,32829,9,3647.6666666666665
320090,Barra de São Francisco,Sudeste,ES,45415,18,2523.0555555555557
320100,Boa Esperança,Sudeste,ES,14054,3,4684.666666666667
320110,Bom Jesus do Norte,Sudeste,ES,10820,8,1352.5
320115,Brejetuba,Sudeste,ES,13718,7,1959.7142857142858
320120,Cachoeiro de Itapemirim,Sudeste,ES,198342,59,3361.728813559322
320130,Cariacica,Sudeste,ES,376200,53,7098.11320754717
320140,Castelo,Sudeste,ES,39575,15,2638.3333333333335
320150,Colatina,Sudeste,ES,129301,63,2052.3968253968255
320160,Conceição da Barra,Sudeste,ES,28923,7,4131.857142857143
320170,Conceição do Castelo,Sudeste,ES,12472,8,1559
320180,Divino de São Lourenço,Sudeste,ES,5397,2,2698.5
320190,Domingos Martins,Sudeste,ES,38236,22,1738
320200,Dores do Rio Preto,Sudeste,ES,6902,5,1380.4
320210,Ecoporanga,Sudeste,ES,22611,4,5652.75
320220,Fundão,Sudeste,ES,18898,11,1718
320225,Governador Lindenberg,Sudeste,ES,11484,5,2296.8
320230,Guaçuí,Sudeste,ES,31418,20,1570.9
320240,Guarapari,Sudeste,ES,136311,28,4868.25
320245,Ibatiba,Sudeste,ES,27543,16,1721.4375
320250,Ibiraçu,Sudeste,ES,12304,4,3076
320255,Ibitirama,Sudeste,ES,10015,1,10015
320260,Iconha,Sudeste,ES,12790,3,4263.333333333333
320265,Irupi,Sudeste,ES,14647,9,1627.4444444444443
320270,Itaguaçu,Sudeste,ES,14042,3,4680.666666666667
320280,Itapemirim,Sudeste,ES,44020,14,3144.285714285714
320290,Itarana,Sudeste,ES,10975,4,2743.75
320300,Iúna,Sudeste,ES,30556,10,3055.6
320305,Jaguaré,Sudeste,ES,31551,24,1314.625
320310,Jerônimo Monteiro,Sudeste,ES,12108,10,1210.8
320313,João Neiva,Sudeste,ES,14295,3,4765
320316,Laranja da Terra,Sudeste,ES,11597,10,1159.7
320320,Linhares,Sudeste,ES,183797,51,3603.8627450980393
320330,Mantenópolis,Sudeste,ES,13131,8,1641.375
320332,Marataízes,Sudeste,ES,45953,22,2088.7727272727275
320334,Marechal Floriano,Sudeste,ES,18964,3,6321.333333333333
320335,Marilândia,Sudeste,ES,13087,5,2617.4
320340,Mimoso do Sul,Sudeste,ES,25088,11,2280.7272727272725
320350,Montanha,Sudeste,ES,19830,9,2203.3333333333335
320360,Mucurici,Sudeste,ES,5653,5,1130.6
320370,Muniz Freire,Sudeste,ES,18809,19,989.9473684210526
320380,Muqui,Sudeste,ES,14185,3,4728.333333333333
320390,Nova Venécia,Sudeste,ES,52324,27,1937.9259259259259
320400,Pancas,Sudeste,ES,19120,4,4780
320405,Pedro Canário,Sudeste,ES,21923,5,4384.6
320410,Pinheiros,Sudeste,ES,24843,7,3549
320420,Piúma,Sudeste,ES,23912,11,2173.818181818182
320425,Ponto Belo,Sudeste,ES,6671,7,953
320430,Presidente Kennedy,Sudeste,ES,14852,15,990.1333333333333
320435,Rio Bananal,Sudeste,ES,20350,17,1197.0588235294117
320440,Rio Novo do Sul,Sudeste,ES,11471,4,2867.75
320450,Santa Leopoldina,Sudeste,ES,13813,3,4604.333333333333
320455,Santa Maria de Jetibá,Sudeste,ES,45575,13,3505.769230769231
320460,Santa Teresa,Sudeste,ES,23872,8,2984
320465,São Domingos do Norte,Sudeste,ES,9051,6,1508.5
320470,São Gabriel da Palha,Sudeste,ES,34272,14,2448
320480,São José do Calçado,Sudeste,ES,11411,7,1630.142857142857
320490,São Mateus,Sudeste,ES,134423,33,4073.4242424242425
320495,São Roque do Canaã,Sudeste,ES,11256,8,1407
320500,Serra,Sudeste,ES,579720,103,5628.349514563107
320501,Sooretama,Sudeste,ES,28668,7,4095.4285714285716
320503,Vargem Alta,Sudeste,ES,20390,2,10195
320506,Venda Nova do Imigrante,Sudeste,ES,25395,13,1953.4615384615386
320510,Viana,Sudeste,ES,79043,25,3161.72
320515,Vila Pavão,Sudeste,ES,9319,2,4659.5
320517,Vila Valério,Sudeste,ES,14267,2,7133.5
320520,Vila Velha,Sudeste,ES,506779,167,3034.604790419162
320530,Vitória,Sudeste,ES,343378,194,1769.9896907216496
330010,Angra dos Reis,Sudeste,RJ,179142,87,2059.103448275862
330015,Aperibé,Sudeste,RJ,11426,7,1632.2857142857142
330020,Araruama,Sudeste,RJ,137906,42,3283.4761904761904
330022,Areal,Sudeste,RJ,12239,9,1359.888888888889
330023,Armação dos Búzios,Sudeste,RJ,42527,27,1575.0740740740741
330025,Arraial do Cabo,Sudeste,RJ,32822,32,1025.6875
330030,Barra do Piraí,Sudeste,RJ,98506,36,2736.277777777778
330040,Barra Mansa,Sudeste,RJ,181679,78,2329.2179487179487
330045,Belford Roxo,Sudeste,RJ,518384,111,4670.126126126126
330050,Bom Jardim,Sudeste,RJ,29758,10,2975.8
330060,Bom Jesus do Itabapoana,Sudeste,RJ,37176,30,1239.2
330070,Cabo Frio,Sudeste,RJ,238438,115,2073.3739130434783
330080,Cachoeiras de Macacu,Sudeste,RJ,59861,38,1575.2894736842106
330090,Cambuci,Sudeste,RJ,15069,9,1674.3333333333333
330093,Carapebus,Sudeste,RJ,14329,12,1194.0833333333333
330095,Comendador Levy Gasparian,Sudeste,RJ,9048,10,904.8
330100,Campos dos Goytacazes,Sudeste,RJ,519259,170,3054.464705882353
330110,Cantagalo,Sudeste,RJ,19995,4,4998.75
330115,Cardoso Moreira,Sudeste,RJ,13407,6,2234.5
330120,Carmo,Sudeste,RJ,17741,22,806.4090909090909
330130,Casimiro de Abreu,Sudeste,RJ,48636,28,1737
330140,Conceição de Macabu,Sudeste,RJ,21770,10,2177
330150,Cordeiro,Sudeste,RJ,21448,7,3064
330160,Duas Barras,Sudeste,RJ,11355,9,1261.6666666666667
330170,Duque de Caxias,Sudeste,RJ,866225,148,5852.871621621622
330180,Engenheiro Paulo de Frontin,Sudeste,RJ,12644,11,1149.4545454545455
330185,Guapimirim,Sudeste,RJ,54311,27,2011.5185185185185
330187,Iguaba Grande,Sudeste,RJ,29616,30,987.2
330190,Itaboraí,Sudeste,RJ,240127,88,2728.715909090909
330200,Itaguaí,Sudeste,RJ,124021,61,2033.1311475409836
330205,Italva,Sudeste,RJ,14518,12,1209.8333333333333
330210,Itaocara,Sudeste,RJ,23645,23,1028.0434782608695
330220,Itaperuna,Sudeste,RJ,107297,77,1393.4675324675325
330225,Itatiaia,Sudeste,RJ,32713,19,1721.7368421052631
330227,Japeri,Sudeste,RJ,102171,34,3005.029411764706
330230,Laje do Muriaé,Sudeste,RJ,7584,5,1516.8
330240,Macaé,Sudeste,RJ,264439,112,2361.0625
330245,Macuco,Sudeste,RJ,5602,5,1120.4
330250,Magé,Sudeste,RJ,244142,59,4138
330260,Mangaratiba,Sudeste,RJ,43660,41,1064.878048780488
330270,Maricá,Sudeste,RJ,212470,81,2623.0864197530864
330280,Mendes,Sudeste,RJ,18048,19,949.8947368421053
330285,Mesquita,Sudeste,RJ,178830,40,4470.75
330290,Miguel Pereira,Sudeste,RJ,28142,18,1563.4444444444443
330300,Miracema,Sudeste,RJ,28416,10,2841.6
330310,Natividade,Sudeste,RJ,15551,14,1110.7857142857142
330320,Nilópolis,Sudeste,RJ,155500,36,4319.444444444444
330330,Niterói,Sudeste,RJ,516787,315,1640.5936507936508
330340,Nova Friburgo,Sudeste,RJ,203417,100,2034.17
330350,Nova Iguaçu,Sudeste,RJ,843220,163,5173.128834355828
330360,Paracambi,Sudeste,RJ,43627,40,1090.675
330370,Paraíba do Sul,Sudeste,RJ,44479,20,2223.95
330380,Paraty,Sudeste,RJ,47668,19,2508.842105263158
330385,Paty do Alferes,Sudeste,RJ,31370,33,950.6060606060606
330390,Petrópolis,Sudeste,RJ,294926,137,2152.7445255474454
330395,Pinheiral,Sudeste,RJ,25096,24,1045.6666666666667
330400,Piraí,Sudeste,RJ,29066,16,1816.625
330410,Porciúncula,Sudeste,RJ,17832,7,2547.4285714285716
330411,Porto Real,Sudeste,RJ,21089,17,1240.5294117647059
330412,Quatis,Sudeste,RJ,14165,13,1089.6153846153845
330414,Queimados,Sudeste,RJ,149135,25,5965.4
330415,Quissamã,Sudeste,RJ,23142,24,964.25
330420,Resende,Sudeste,RJ,137697,107,1286.8878504672898
330430,Rio Bonito,Sudeste,RJ,59126,31,1907.2903225806451
330440,Rio Claro,Sudeste,RJ,17951,21,854.8095238095239
330450,Rio das Flores,Sudeste,RJ,9267,11,842.4545454545455
330452,Rio das Ostras,Sudeste,RJ,168455,28,6016.25
330455,Rio de Janeiro,Sudeste,RJ,6730729,1694,3973.275678866588
330460,Santa Maria Madalena,Sudeste,RJ,10580,5,2116
330470,Santo Antônio de Pádua,Sudeste,RJ,43697,18,2427.6111111111113
330475,São Francisco de Itabapoana,Sudeste,RJ,47397,22,2154.409090909091
330480,São Fidélis,Sudeste,RJ,41212,16,2575.75
330490,São Gonçalo,Sudeste,RJ,960196,218,4404.568807339449
330500,São João da Barra,Sudeste,RJ,38740,43,900.9302325581396
330510,São João de Meriti,Sudeste,RJ,466503,65,7176.969230769231
330513,São José de Ubá,Sudeste,RJ,7318,4,1829.5
330515,São José do Vale do Rio Preto,Sudeste,RJ,22813,15,1520.8666666666666
330520,São Pedro da Aldeia,Sudeste,RJ,110677,31,3570.2258064516127
330530,São Sebastião do Alto,Sudeste,RJ,7993,7,1141.857142857143
330540,Sapucaia,Sudeste,RJ,18291,12,1524.25
330550,Saquarema,Sudeste,RJ,95315,78,1221.9871794871794
330555,Seropédica,Sudeste,RJ,84794,17,4987.882352941177
330560,Silva Jardim,Sudeste,RJ,22028,17,1295.764705882353
330570,Sumidouro,Sudeste,RJ,15693,7,2241.8571428571427
330575,Tanguá,Sudeste,RJ,32865,26,1264.0384615384614
330580,Teresópolis,Sudeste,RJ,176735,39,4531.666666666667
330590,Trajano de Moraes,Sudeste,RJ,10654,4,2663.5
330600,Três Rios,Sudeste,RJ,82319,39,2110.74358974359
330610,Valença,Sudeste,RJ,71449,37,1931.054054054054
330615,Varre-Sai,Sudeste,RJ,10563,6,1760.5
330620,Vassouras,Sudeste,RJ,35907,26,1381.0384615384614
330630,Volta Redonda,Sudeste,RJ,279971,127,2204.496062992126
350010,Adamantina,Sudeste,SP,35673,38,938.7631578947369
350020,Adolfo,Sudeste,SP,4505,4,1126.25
350030,Aguaí,Sudeste,SP,32886,7,4698
350040,Águas da Prata,Sudeste,SP,7463,3,2487.6666666666665
350050,Águas de Lindóia,Sudeste,SP,18257,8,2282.125
350055,Águas de Santa Bárbara,Sudeste,SP,7460,3,2486.6666666666665
350060,Águas de São Pedro,Sudeste,SP,2928,3,976
350070,Agudos,Sudeste,SP,38988,22,1772.1818181818182
350075,Alambari,Sudeste,SP,6373,4,1593.25
350080,Alfredo Marcondes,Sudeste,SP,4574,2,2287
350090,Altair,Sudeste,SP,3467,4,866.75
350100,Altinópolis,Sudeste,SP,17197,12,1433.0833333333333
350110,Alto Alegre,Sudeste,SP,3874,2,1937
350115,Alumínio,Sudeste,SP,17607,2,8803.5
350120,Álvares Florence,Sudeste,SP,3979,2,1989.5
350130,Álvares Machado,Sudeste,SP,28386,12,2365.5
350140,Álvaro de Carvalho,Sudeste,SP,4901,4,1225.25
350150,Alvinlândia,Sudeste,SP,2919,2,1459.5
350160,Americana,Sudeste,SP,247571,58,4268.4655172413795
350170,Américo Brasiliense,Sudeste,SP,33708,17,1982.8235294117646
350180,Américo de Campos,Sudeste,SP,5981,2,2990.5
350190,Amparo,Sudeste,SP,69792,26,2684.3076923076924
350200,Analândia,Sudeste,SP,4694,1,4694
350210,Andradina,Sudeste,SP,61625,40,1540.625
350220,Angatuba,Sudeste,SP,24573,10,2457.3
350230,Anhembi,Sudeste,SP,5766,6,961
350240,Anhumas,Sudeste,SP,4118,3,1372.6666666666667
350250,Aparecida,Sudeste,SP,33141,11,3012.818181818182
350260,Aparecida d'Oeste,Sudeste,SP,4112,4,1028
350270,Apiaí,Sudeste,SP,24857,6,4142.833333333333
350275,Araçariguama,Sudeste,SP,22314,7,3187.714285714286
350280,Araçatuba,Sudeste,SP,208415,51,4086.5686274509803
350290,Araçoiaba da Serra,Sudeste,SP,33832,6,5638.666666666667
350300,Aramina,Sudeste,SP,5535,2,2767.5
350310,Arandu,Sudeste,SP,7076,3,2358.6666666666665
350315,Arapeí,Sudeste,SP,2355,3,785
350320,Araraquara,Sudeste,SP,253474,81,3129.3086419753085
350330,Araras,Sudeste,SP,135744,35,3878.4
350335,Arco-Íris,Sudeste,SP,2089,1,2089
350340,Arealva,Sudeste,SP,8290,6,1381.6666666666667
350350,Areias,Sudeste,SP,3617,2,1808.5
350360,Areiópolis,Sudeste,SP,10242,4,2560.5
350370,Ariranha,Sudeste,SP,7621,6,1270.1666666666667
350380,Artur Nogueira,Sudeste,SP,53467,7,7638.142857142857
350390,Arujá,Sudeste,SP,90273,51,1770.0588235294117
350395,Aspásia,Sudeste,SP,1875,2,937.5
350400,Assis,Sudeste,SP,104858,45,2330.177777777778
350410,Atibaia,Sudeste,SP,167161,33,5065.484848484848
350420,Auriflama,Sudeste,SP,13856,3,4618.666666666667
350430,Avaí,Sudeste,SP,4503,2,2251.5
350440,Avanhandava,Sudeste,SP,11436,1,11436
350450,Avaré,Sudeste,SP,96450,37,2606.7567567567567
350460,Bady Bassitt,Sudeste,SP,29346,18,1630.3333333333333
350480,Bálsamo,Sudeste,SP,9902,3,3300.6666666666665
350490,Bananal,Sudeste,SP,10097,4,2524.25
350500,Barão de Antonina,Sudeste,SP,3632,1,3632
350510,Barbosa,Sudeste,SP,5627,3,1875.6666666666667
350520,Bariri,Sudeste,SP,32406,10,3240.6
350530,Barra Bonita,Sudeste,SP,35129,11,3193.5454545454545
350535,Barra do Chapéu,Sudeste,SP,5254,1,5254
350540,Barra do Turvo,Sudeste,SP,6894,1,6894
350550,Barretos,Sudeste,SP,126957,115,1103.9739130434782
350560,Barrinha,Sudeste,SP,33304,12,2775.3333333333335
350570,Barueri,Sudeste,SP,333737,137,2436.036496350365
350580,Bastos,Sudeste,SP,21936,11,1994.1818181818182
350590,Batatais,Sudeste,SP,59939,30,1997.9666666666667
350600,Bauru,Sudeste,SP,392947,166,2367.1506024096384
350610,Bebedouro,Sudeste,SP,78257,53,1476.5471698113208
350620,Bento de Abreu,Sudeste,SP,2640,1,2640
350630,Bernardino de Campos,Sudeste,SP,11881,10,1188.1
350635,Bertioga,Sudeste,SP,67436,24,2809.8333333333335
350640,Bilac,Sudeste,SP,7464,2,3732
350650,Birigui,Sudeste,SP,123340,19,6491.578947368421
350660,Biritiba Mirim,Sudeste,SP,30564,15,2037.6
350670,Boa Esperança do Sul,Sudeste,SP,13113,1,13113
350680,Bocaina,Sudeste,SP,11480,2,5740
350690,Bofete,Sudeste,SP,10710,3,3570
350700,Boituva,Sudeste,SP,63850,27,2364.814814814815
350710,Bom Jesus dos Perdões,Sudeste,SP,22579,4,5644.75
350715,Bom Sucesso de Itararé,Sudeste,SP,3609,2,1804.5
350720,Borá,Sudeste,SP,932,1,932
350730,Boracéia,Sudeste,SP,4838,3,1612.6666666666667
350740,Borborema,Sudeste,SP,14405,11,1309.5454545454545
350745,Borebi,Sudeste,SP,2801,5,560.2
350750,Botucatu,Sudeste,SP,151053,138,1094.5869565217392
350760,Bragança Paulista,Sudeste,SP,185688,84,2210.5714285714284
350770,Braúna,Sudeste,SP,5477,2,2738.5
350775,Brejo Alegre,Sudeste,SP,2605,6,434.1666666666667
350780,Brodowski,Sudeste,SP,26314,10,2631.4
350790,Brotas,Sudeste,SP,24501,6,4083.5
350800,Buri,Sudeste,SP,20731,7,2961.5714285714284
350810,Buritama,Sudeste,SP,17658,6,2943
350820,Buritizal,Sudeste,SP,4458,2,2229
350830,Cabrália Paulista,Sudeste,SP,4360,5,872
350840,Cabreúva,Sudeste,SP,48654,19,2560.7368421052633
350850,Caçapava,Sudeste,SP,100071,18,5559.5
350860,Cachoeira Paulista,Sudeste,SP,32534,11,2957.6363636363635
350870,Caconde,Sudeste,SP,17228,7,2461.1428571428573
350880,Cafelândia,Sudeste,SP,16907,7,2415.285714285714
350890,Caiabu,Sudeste,SP,3726,3,1242
350900,Caieiras,Sudeste,SP,98549,40,2463.725
350910,Caiuá,Sudeste,SP,5599,5,1119.8
350920,Cajamar,Sudeste,SP,98365,28,3513.035714285714
350925,Cajati,Sudeste,SP,29262,10,2926.2
350930,Cajobi,Sudeste,SP,9210,8,1151.25
350940,Cajuru,Sudeste,SP,24233,4,6058.25
350945,Campina do Monte Alegre,Sudeste,SP,6090,2,3045
350950,Campinas,Sudeste,SP,1187974,333,3567.4894894894896
350960,Campo Limpo Paulista,Sudeste,SP,79781,29,2751.0689655172414
350970,Campos do Jordão,Sudeste,SP,47956,29,1653.655172413793
350980,Campos Novos Paulista,Sudeste,SP,5003,3,1667.6666666666667
350990,Cananéia,Sudeste,SP,12491,5,2498.2
350995,Canas,Sudeste,SP,5068,2,2534
351000,Cândido Mota,Sudeste,SP,30157,19,1587.2105263157894
351010,Cândido Rodrigues,Sudeste,SP,2959,4,739.75
351015,Canitar,Sudeste,SP,6589,3,2196.3333333333335
351020,Capão Bonito,Sudeste,SP,47409,16,2963.0625
351030,Capela do Alto,Sudeste,SP,23777,4,5944.25
351040,Capivari,Sudeste,SP,51369,20,2568.45
351050,Caraguatatuba,Sudeste,SP,142248,43,3308.093023255814
351060,Carapicuíba,Sudeste,SP,398236,54,7374.740740740741
351070,Cardoso,Sudeste,SP,11476,4,2869
351080,Casa Branca,Sudeste,SP,28779,25,1151.16
351090,Cássia dos Coqueiros,Sudeste,SP,2861,1,2861
351100,Castilho,Sudeste,SP,20485,13,1575.7692307692307
351110,Catanduva,Sudeste,SP,119275,43,2773.8372093023254
351120,Catiguá,Sudeste,SP,7101,3,2367
351130,Cedral,Sudeste,SP,13314,3,4438
351140,Cerqueira César,Sudeste,SP,22210,14,1586.4285714285713
351150,Cerquilho,Sudeste,SP,46391,6,7731.833333333333
351160,Cesário Lange,Sudeste,SP,19707,7,2815.285714285714
351170,Charqueada,Sudeste,SP,15814,12,1317.8333333333333
351190,Clementina,Sudeste,SP,7084,1,7084
351200,Colina,Sudeste,SP,18880,24,786.6666666666666
351210,Colômbia,Sudeste,SP,6802,3,2267.3333333333335
351220,Conchal,Sudeste,SP,29132,14,2080.8571428571427
351230,Conchas,Sudeste,SP,15345,2,7672.5
351240,Cordeirópolis,Sudeste,SP,25286,17,1487.4117647058824
351250,Coroados,Sudeste,SP,5504,1,5504
351260,Coronel Macedo,Sudeste,SP,4271,3,1423.6666666666667
351270,Corumbataí,Sudeste,SP,4296,1,4296
351280,Cosmópolis,Sudeste,SP,61167,22,2780.318181818182
351290,Cosmorama,Sudeste,SP,9019,5,1803.8
351300,Cotia,Sudeste,SP,289493,50,5789.86
351310,Cravinhos,Sudeste,SP,34307,23,1491.608695652174
351320,Cristais Paulista,Sudeste,SP,9600,5,1920
351330,Cruzália,Sudeste,SP,2123,1,2123
351340,Cruzeiro,Sudeste,SP,76444,28,2730.1428571428573
351350,Cubatão,Sudeste,SP,114870,51,2252.3529411764707
351360,Cunha,Sudeste,SP,22460,5,4492
351370,Descalvado,Sudeste,SP,32663,18,1814.611111111111
351380,Diadema,Sudeste,SP,403579,59,6840.322033898305
351385,Dirce Reis,Sudeste,SP,1639,2,819.5
351390,Divinolândia,Sudeste,SP,11305,12,942.0833333333334
351400,Dobrada,Sudeste,SP,8986,3,2995.3333333333335
351410,Dois Córregos,Sudeste,SP,24847,8,3105.875
351420,Dolcinópolis,Sudeste,SP,2254,2,1127
351430,Dourado,Sudeste,SP,8169,4,2042.25
351440,Dracena,Sudeste,SP,46735,14,3338.214285714286
351450,Duartina,Sudeste,SP,12532,9,1392.4444444444443
351460,Dumont,Sudeste,SP,9764,2,4882
351470,Echaporã,Sudeste,SP,6291,1,6291
351480,Eldorado,Sudeste,SP,13109,4,3277.25
351490,Elias Fausto,Sudeste,SP,18168,4,4542
351492,Elisiário,Sudeste,SP,3190,1,3190
351495,Embaúba,Sudeste,SP,2349,2,1174.5
351500,Embu das Artes,Sudeste,SP,259788,50,5195.76
351510,Embu-Guaçu,Sudeste,SP,68913,14,4922.357142857143
351512,Emilianópolis,Sudeste,SP,3061,3,1020.3333333333334
351515,Engenheiro Coelho,Sudeste,SP,20261,5,4052.2
351518,Espírito Santo do Pinhal,Sudeste,SP,40610,24,1692.0833333333333
351519,Espírito Santo do Turvo,Sudeste,SP,4214,3,1404.6666666666667
351520,Estrela d'Oeste,Sudeste,SP,9696,9,1077.3333333333333
351530,Estrela do Norte,Sudeste,SP,2751,1,2751
351535,Euclides da Cunha Paulista,Sudeste,SP,7883,5,1576.6
351540,Fartura,Sudeste,SP,17029,10,1702.9
351550,Fernandópolis,Sudeste,SP,73508,19,3868.842105263158
351560,Fernando Prestes,Sudeste,SP,6080,3,2026.6666666666667
351565,Fernão,Sudeste,SP,1692,3,564
351570,Ferraz de Vasconcelos,Sudeste,SP,186479,39,4781.51282051282
351580,Flora Rica,Sudeste,SP,1483,2,741.5
351590,Floreal,Sudeste,SP,2747,2,1373.5
351600,Flórida Paulista,Sudeste,SP,13175,4,3293.75
351610,Florínea,Sudeste,SP,4022,2,2011
351620,Franca,Sudeste,SP,365494,101,3618.7524752475247
351630,Francisco Morato,Sudeste,SP,171476,23,7455.478260869565
351640,Franco da Rocha,Sudeste,SP,150241,59,2546.4576271186443
351650,Gabriel Monteiro,Sudeste,SP,2813,3,937.6666666666666
351660,Gália,Sudeste,SP,6413,7,916.1428571428571
351670,Garça,Sudeste,SP,43081,21,2051.4761904761904
351680,Gastão Vidigal,Sudeste,SP,3203,2,1601.5
351685,Gavião Peixoto,Sudeste,SP,4806,3,1602
351690,General Salgado,Sudeste,SP,10437,8,1304.625
351700,Getulina,Sudeste,SP,10337,5,2067.4
351710,Glicério,Sudeste,SP,4158,2,2079
351720,Guaiçara,Sudeste,SP,11478,3,3826
351730,Guaimbê,Sudeste,SP,5609,2,2804.5
351740,Guaíra,Sudeste,SP,40489,13,3114.5384615384614
351750,Guapiaçu,Sudeste,SP,22445,9,2493.8888888888887
351760,Guapiara,Sudeste,SP,17225,5,3445
351770,Guará,Sudeste,SP,18748,9,2083.1111111111113
351780,Guaraçaí,Sudeste,SP,7453,3,2484.3333333333335
351790,Guaraci,Sudeste,SP,10554,5,2110.8
351800,Guarani d'Oeste,Sudeste,SP,1999,3,666.3333333333334
351810,Guarantã,Sudeste,SP,6532,2,3266
351820,Guararapes,Sudeste,SP,31888,8,3986
351830,Guararema,Sudeste,SP,32620,17,1918.8235294117646
351840,Guaratinguetá,Sudeste,SP,121916,32,3809.875
351850,Guareí,Sudeste,SP,15285,3,5095
351860,Guariba,Sudeste,SP,38678,17,2275.176470588235
351870,Guarujá,Sudeste,SP,294871,147,2005.9251700680272
351880,Guarulhos,Sudeste,SP,1349100,212,6363.679245283019
351885,Guatapará,Sudeste,SP,7474,5,1494.8
351890,Guzolândia,Sudeste,SP,4259,5,851.8
351900,Herculândia,Sudeste,SP,9316,17,548
351905,Holambra,Sudeste,SP,15718,10,1571.8
351907,Hortolândia,Sudeste,SP,248842,51,4879.254901960784
351910,Iacanga,Sudeste,SP,10648,7,1521.142857142857
351920,Iacri,Sudeste,SP,6197,3,2065.6666666666665
351925,Iaras,Sudeste,SP,8313,10,831.3
351930,Ibaté,Sudeste,SP,33160,5,6632
351940,Ibirá,Sudeste,SP,11952,11,1086.5454545454545
351950,Ibirarema,Sudeste,SP,6450,3,2150
351960,Ibitinga,Sudeste,SP,62143,18,3452.3888888888887
351970,Ibiúna,Sudeste,SP,77801,16,4862.5625
351980,Icém,Sudeste,SP,7982,4,1995.5
351990,Iepê,Sudeste,SP,7739,6,1289.8333333333333
352000,Igaraçu do Tietê,Sudeste,SP,23421,18,1301.1666666666667
352010,Igarapava,Sudeste,SP,26696,10,2669.6
352020,Igaratá,Sudeste,SP,10984,4,2746
352030,Iguape,Sudeste,SP,29891,7,4270.142857142857
352040,Ilhabela,Sudeste,SP,36559,37,988.081081081081
352042,Ilha Comprida,Sudeste,SP,14104,3,4701.333333333333
352044,Ilha Solteira,Sudeste,SP,26257,22,1193.5
352050,Indaiatuba,Sudeste,SP,269657,67,4024.731343283582
352060,Indiana,Sudeste,SP,5200,4,1300
352070,Indiaporã,Sudeste,SP,4113,3,1371
352080,Inúbia Paulista,Sudeste,SP,3671,1,3671
352090,Ipaussu,Sudeste,SP,13935,4,3483.75
352100,Iperó,Sudeste,SP,38277,13,2944.3846153846152
352110,Ipeúna,Sudeste,SP,7027,6,1171.1666666666667
352115,Ipiguá,Sudeste,SP,7115,2,3557.5
352120,Iporanga,Sudeste,SP,4083,1,4083
352130,Ipuã,Sudeste,SP,14701,10,1470.1
352140,Iracemápolis,Sudeste,SP,22500,19,1184.2105263157894
352150,Irapuã,Sudeste,SP,6932,2,3466
352160,Irapuru,Sudeste,SP,7120,10,712
352170,Itaberá,Sudeste,SP,18263,9,2029.2222222222222
352180,Itaí,Sudeste,SP,25979,15,1731.9333333333334
352190,Itajobi,Sudeste,SP,17502,5,3500.4
352200,Itaju,Sudeste,SP,3715,1,3715
352210,Itanhaém,Sudeste,SP,118495,24,4937.291666666667
352215,Itaoca,Sudeste,SP,3497,1,3497
352220,Itapecerica da Serra,Sudeste,SP,163003,26,6269.346153846154
352230,Itapetininga,Sudeste,SP,164256,66,2488.7272727272725
352240,Itapeva,Sudeste,SP,92393,25,3695.72
352250,Itapevi,Sudeste,SP,242995,23,10565
352260,Itapira,Sudeste,SP,74038,57,1298.9122807017543
352265,Itapirapuã Paulista,Sudeste,SP,4420,1,4420
352270,Itápolis,Sudeste,SP,40445,25,1617.8
352280,Itaporanga,Sudeste,SP,14245,5,2849
352290,Itapuí,Sudeste,SP,14035,6,2339.1666666666665
352300,Itapura,Sudeste,SP,4002,3,1334
352310,Itaquaquecetuba,Sudeste,SP,382983,21,18237.285714285714
